date,tokens
2020-08-03,religious organisation allow people worship service aug part pilot cnb officer jail month switch man urine sample singapore report new case community case involve prison inmate number suicide among high singapore standard charter grant additional privilege singapore enhanced framework significantly root foreign bank traveller enter singapore serve stayhome notice outside facility wear electronic device outbreak surrender world war two pacific fighter jet fly singapore heartland ndp ndp declare enhanced security special event police ndp maritime sailpast return year tribute frontline worker nus researcher inspire star war create artificial skin able feel ahtc lawsuit wp leader object plaintiff bid add new claim question timing legal issue pratt whitney lay singapore workforce due national wage council reconvene update guideline hit labour market singapore factory activity expand slightly july month contraction commentary government measure need cushion worsen singapore job market liang eng hwa urge lta seek good solution drastic change bukit panjangcity bus service man arrest steal credit card detail use make worth transaction top mobile wallet arrest dangerous riding police probe video pmd ebike rider sheares avenue singapore ministry culture community youth mccy start pilot increase limit worshipper congregational worship service people people religious organisation friday aug move part gradual resumption singapore veteran central narcotic bureau cnb officer sentence month jail switch man urine sample order avoid deal paperwork mohamed hafiz lan plead guilty one count obstruct course justice monday singapore singapore report new case noon monday aug include one community nine import case say ministry health moh bring national total sole community case involve prison inmate shortterm visit pas singapore number suicide singapore age remain high last year compare age group samaritan singapore say monday aug total people age kill suicide account singapore monetary authority singapore award standard charter bank singapore additional privilege significantly root foreign bank srfb allow operate place business standard charter first bank qualify significantly root foreign singapore start next tuesday aug traveller enter singapore serve stayhome notice outside dedicated facility wear electronic monitoring device throughout day apply traveller include singaporean permanent resident month mark year since end world war two pacific singapore six republic singapore air force fighter jet fly singapore heartland first national day parade ndp aug parade segment call roar unity fly padang making series tribute pass around eight singapore national day parade hold padang star perform art centre star vista declare enhanced security special event public order act area around two location also designate special event area singapore year national day parade feature maritime sailpast first time two decade tribute singapore frontline worker take place aug marina south pier marina bay skyline parade organise committee say singapore researcher develop electronic skin capable recreate sense touch innovation hope allow people prosthetic limb detect object well feel texture even temperature pain singapore worker party wp leader face civil lawsuit misuse town council fund object plaintiff bid amend claim month judgment deliver aljuniedhougang town council ahtc act direction independent singapore aircraft engine manufacturer pratt whitney lay per cent workforce singapore making employee locally firm announce monday aug pratt whitney say four company unionise singapore singapore national wage council nwc meet second time year update tripartite position wage pandemic continue impact labour market manpower minister josephine teo announce monday aug meeting national trade union singapore singapore factory activity expand slightly july five month contraction purchasing manager index pmi july come point previous month accord data release singapore institute purchasing material management singapore labour market expect weaken bulk global economy still grapple recessionary condition second half year say economist song seng wun singapore bukit panjang member parliamentelect mpelect liang eng hwa urge land transport authority lta work together find good solution drastic change make bus service ply bukit panjang city route sadden singapore man arrest suspicion use steal credit card information top mobile wallet make unauthorised retail online transaction police receive call assistance sunday aug victim singapore eight men two woman arrest dangerous riding video online show group rider personal mobility device pmd powerassisted bicycle pab travel motorcyclist along sheares avenue suspect age say
2020-08-02,commentary singapore dream become solarpowered nation almost arrive take hospital accident involve car taxi along punggol east road man charge suspected involvement haj tour scam people deceive ndp flypast feature state flag heartland first time police unveil new fast response car number plate recognition secure cabin suspect new infection singapore include community case import fill hand heal team ensure nuh staff equip fight great use solar energy help nation achieve clean sustainable future say tan congyi singapore two people take hospital traffic accident involve three car taxi along punggol east road sunday aug evening say singapore police force police say alert accident around involve four vehicle along punggol singapore man charge monday aug suspected involvement haj tour scam saw victim hand thousand dollar false promise haj trip aug police report make say people pay haj tour singapore look window morning national day might catch glimpse state flag carry chinook helicopter make way across singapore first time two state flag fly along two route iconic flypast event singapore outside singapore police force new fast response car bell whistle sophisticated smart vehicle remotecontrolled searchlight roof sensor side view mirror camera front side back look inside rear singapore singapore report new case noon sunday aug include one community infection five import case say ministry health moh bring total number case country sole community case woman singapore personal protective gear like mask face shield high demand pandemic perhaps one know good team task ensure frontline healthcare worker whatever need thing item
2020-08-04,extension job support scheme consider labour chief ng chee meng bukit panjang bus service change sharp drop ridership need prudence use public fund lta former mediacorp engineer fin cut cable company vehicle unhappiness pm lee national day message broadcast sunday people charge social gather golden mile tower phase singapore reopen new case singapore include imported infection former nlb manager pleads guilty take bribe exemployee grab announce new investment product consumer loan platform part financial service drive singapore u agree importance vaccine make available globally mfa man arrest drug worth seize include heroin ecstasy hidden pumpkin injury obesity stress esports start wising health problem man investigate gather circuit breaker rid pmd group mount fab get fine nursing home licence revoke repeat noncompliance measure include relate man charge allegedly throw plate food clean commentary raise son never hit woman singapore government consider extend job support scheme j beyond august give weak economy say national trade union congress ntuc secretarygeneral ng chee meng monday aug wage subsidy scheme set expire cover salary august singapore sharp decline ridership need exercise prudence use public fund reason change several bus service bukit panjang area land transport authority say tuesday aug smrt announce monday service would cease singapore unhappy colleague purportedly treat better thenmediacorp engineer cut cable company vehicle cause damage cost act mischief quek peh jia fin tuesday aug court hear singapore prime minister lee hsien loong national day message broadcast sunday aug along minister deliver message various language deputy prime minister heng swee keat deliver message mandarin ministerincharge muslim singapore four woman six men charge tuesday aug allegedly meet drink chat golden mile tower phase singapore reopen pandemic social gathering prohibited individual charge two count singapore singapore report new case noon tuesday aug include two community seven imported infection say ministry health moh bring total number case country two community case one singaporean singapore learn national library board nlb shift digitalisation manager statutory board advise former employee explore business opportunity give inside information better chance supply digital resource nlb later singapore grab financial group announce slew new financial product service tuesday aug include microinvestment scheme would allow consumer invest spend grab platform part thrive grab strategy aim tap southeast singapore minister foreign affair vivian balakrishnan u secretary state mike pompeo tuesday aug agree importance ensure vaccine make available globally singapore ministry foreign affair mfa say telephone call dr singapore singaporean man arrest clementi monday aug suspect drug activity various drug total estimated street value also seize include heroin ecstasy tablet hide two pumpkin central narcotic bureau cnb say grow concern health standard esports prompt new federation pledge address problem player fall victim condition range wrist injury obesity stress diabetes singapore despite investigate police prohibited staircase gathering people young man go meet several others ride personal mobility device mount faber circuit breaker fadhl ahmad rosli fin tuesday aug singapore nursing home telok kurau licence revoke fail comply licensing requirement include relate safety ministry health say tuesday aug thian leng old folk home history repeat noncompliance licensing singapore man charge wednesday aug allegedly throw plate food cleaner hawker centre incident happen feb quality road boon lay say singapore police force spf call scene dispute case young men get trouble objectify woman physically abusive news centre father bryan tan say hard work start home
2020-08-05,singapore dengue case reach record surpassing high report singaporean affect beirut blast mfa fin gather sengkang flat circuit breaker eat drink game watch netflix coe price close high across category late bidding exercise singapore report new case high high daily count dorm clear moh man leave home buy food order stay home mc fin singapore retail sale fall june amid phase postcircuit breaker reopen security officer die fall manhole try stop guest enter restricted area coroner court man charge throw rice clean push food centre commentary burn work home check worklife boundary buying selling solar energy becomes reality singapore could gain ground solar target sri lankan man test positive await repatriation sentence overstay foreign worker dormitory link case among cluster close dengue risk still high due low herd immunity people work home ceo singaporelisted k energy charge count market rig offence man arrest bottle wine steal house break employer add watchlist suspected discriminatory hiring practice mom imm popular bookstore jurong point visit community case infectious singapore singapore tally dengue case year reach record wednesday aug high record single year nearly five month go end year number dengue case surpass record previous large singapore report singaporean affected blast beirut tuesday aug leave dead thousand wound ministry foreign affair mfa say statement wednesday extend condolence affected singapore singapore circuit breaker period social gathering prohibit people allegedly go flat sengkang two friend gathering lasting several hour make noise neighbour call police ten guest fin singapore certificate entitlement coe premium close higher late bidding exercise wednesday aug category car horsepower exceed premium close last exercise premium large singapore singapore report new case noon wednesday aug high daily figure record since may among newly report infection four case community four import one say ministry health moh bring total number singapore even though give medical certificate issue advisory stay home respiratory infection pandemic man leave home daily buy food one charge expose others risk infection dharamnath singh singapore retail sale singapore fell slow pace per cent yearonyear june country exit circuit breaker period retail outlet resume operation phase city reopen improvement record per cent plunge may singapore parttime security officer die fall pit gallery bar last year run towards two customer enter restrict area coroner court heard wednesday aug shaun tung mun hon die head injury age singapore dispute cleaner food centre boon lay man allegedly throw plate rice cleaner push phua meng wee charge court wednesday aug one count voluntarily cause hurt another charge use criminal force remote work suppose help u work productively therefore lead shorter hour opposite true crystal limlange discuss reestablish boundary singapore imagine generate renewable energy via solar panel rooftop able sell energy others could soon reality step forward singapore push solar target pilot project power generation firm senoko energy singapore sri lankan man test positive singapore prison service sps custody await repatriation serve fourweek sentence overstay singapore authority say tuesday aug man report case singapore nine cluster foreign worker dormitory declare close tuesday aug include cluster tuas view dormitory link case accord ministry health moh newly close cluster scm tuas lodge singapore surge dengue case due confluence factor low immunity certain serotypes virus say national environment agency nea wednesday aug number case hit record high total dengue case report far singapore ceo chairman mainboardlisted k energy limit charge wednesday aug count market rig offence company say stock exchange filing business operation remain unaffected kris taenar wiluan singapore man arrest police receive report bottle wine steal several house break jun jul police receive separate report house along chancery hill road berrima road whitley road tan sim singapore another employer financial professional service sector place watchlist company suspected discriminatory hiring practice say ministry manpower mom wednesday aug company collectively hire singapore imm shop mall popular bookstore jurong point add wednesday aug list place visit case community infectious period people visit imm jul popular bookstore jurong point
2020-08-06,event remain virtual even restriction ease gan kim yong lta get new chief executive leadership change jtc sla announce foreign worker able return work endaugust say lawrence wong singaporean prs travel permitted country tap government subsidy hospital treatment ndp catch firework heartland event national day man get jail punch father thrice drunk injure eye singapore report new case include community beirut blast singapore red cross contribute relief effort mother accuse kill daughter pick lawyer defence coaccused object remand public warning system sound islandwide national day hsa raise alert product contain ban substance sibutramine erectile dysfunction medicine teenager arrest carousell scam involve sale computer part game pc covid spike number migrant worker suicide say mom db profit skid loan loss say business steady jobless sars build thriving hostel closing commentary singapore battle threat outside dengue peril home west mall decathlon fairprice hub among new place visit case infectious singapore report new case include unlinked community case singapore even safety restriction ease number community case remain low event continue remain virtual say health minister gin kim yong thursday aug include large gathering well festivity national singapore land transport authority lta jtc corporation jtc singapore land authority sla get new leader helm sep lta current chief executive ngien hoon ping take role november leave administrative service join social singapore foreign worker able return work end month say mr lawrence wong cochair multiministry task force thursday aug press brief worker either clear recover back job singapore singaporean permanent resident longterm pas holder travel abroad permit travel arrangement certain country able tap regular healthcare finance medical bill symptom within day return singapore national day parade ndp organiser announce thursday aug ten location firework launch advise resident live nearby estates stay home enjoy display location ang mo kio bishan buona vista jurong lake garden singapore man previously imprison attack father drunk several month release jail time punch man three time eye bleed yap bei xing sentence five month jail thursday aug plead guilty singapore singapore report new case noon thursday aug ministry health moh say preliminary daily update four case community consisting three singaporean permanent resident one work pas holder four import singapore singapore red cross src contribute initial sum lebanese red cross port blast beirut kill least people leave injure money go towards emergency response provide medical support say src singapore mother accuse kill fouryearold daughter burn corpse confirm choice lawyer thursday aug two set lawyer turn last hear represent hear lawyer coaccused object prosecution singapore singapore civil defence force scdf sound public warning system islandwide sunday aug national day clear signal play twice sounding lasting second first sounding signal singapore health science authority hsa thursday aug issue alert two slimming product find contain ban substance could pose serious health risk medicinal ingredient use treat erectile dysfunction also find another product sell online candy singapore two teenager arrest tuesday aug allegedly cheat carousell customer police say receive several report march july victim say cheat purchase computer part highend game personal ministry add work closely ngo say mental state many migrant worker affect uncertainty health job prolonged confinement singapore db group secondquarter net profit slump fifth boost loanloss provision pandemichit market southeast asia top lender say bad loan quarter steady fee income rise profit beat market estimate rise precede quarter last month viji jagadeesh eight guest mitraa inn even enough cover internet bill cna insider look hostel like could face wipeout series micro smes beat change drastically coronavirus pandemic fight two epidemic would threaten even best healthcare system small step mitigate threat dengue say nu saw swee hock school public health alex cook singapore nine place include west mall decathlon fairprice hub add list location visit case infectious period ministry health moh report thursday aug case also visit bukit batok activesg gym singapore singapore report new case noon thursday aug ministry health moh say four case community comprise two singaporean one permanent resident work permit holder india another four case import include
2020-08-07,activity permit lunar month guideline place mccy name employer suspect discriminatory hiring practice release ntuc patrick tay man get jail excessively son leave mark body singapore report new case imported infection man drug elderly woman polyclinics steal get year corrective training man charge possessing import unlicensed arm singer aliff aziz plead guilty theft disorderly behaviour singapore charge citadelle director falsify letter relate wirecard social development officer task help needy take mosque get jail home loan rate low refinance reprice five thing know faq worker travel singapore malaysia protocol place ocbc profit slump hurt loanloss provision ndp several road close weekend parade show mobile column majority worker lay resort world sentosa foreigner mom urge finance firm cap dividend follow similar advice bank foster parent raise baby bird hand help save threaten specie rise firm offer mental health support staff say expert commentary ready singapore university start new term rage testing complete migrant worker dormitory except quarantine block moh sight star make dream paralympics remain mind singapore athletes despite uncertainty golden village cinema jurong point among place visit case infectious singapore activity seventh lunar month permit long guideline adhere getai performance live music live auctioning dinner allow say ministry culture community youth mccy friday aug seventh lunar month singapore name company potentially bias hiring process release say union leader ministry manpower mom say firm place fair consideration framework fcf watchlist wednesday aug mom release singapore man take frustration threeyearold son excessively leave mark body spot boy grandmother lead police report one charge illtreating child cause unnecessary physical pain singapore singapore report new case noon friday aug include one community six import infection say ministry health moh bring total number case country community case singaporean moh say singapore serial thief previously jail drug elderly woman steal sentence friday aug seven year corrective training corrective training separate regime imprisonment usually impose repeat offender early release oh koon shin singapore man charge court friday aug import possess unlicensed arm police receive tipoff replica toy gun sale sell online liu huijian give two count arm explosives act import possess arm third singapore local singer mohamad aliff aziz plead guilty friday aug steal indonesian celebrity hotel room behave disorderly manner outside orchard tower third charge steal pack cigarette lighter man starbucks take singapore singapore charge director citadelle corporate service falsify letter relate wirecard collapsed german payment firm r shanmugaratnam charge wilfully intent defraud falsify letter citadelle wirecard represent singapore social development officer task help lowincome family seek financial assistance mosque embezzle religious institution instead one count criminal breach trust nurul jannah md latiff sentence friday aug eight bank cut interest rate opportune time home owner review monthly cash outlay ease financial strain possibly cause pandemic programme money mind explore option available two crossborder travel scheme rgl pca open application next monday singapore singapore secondlargest lender overseachinese banking corp report largerthanexpected tumble quarterly net profit friday hurt loanloss provision pandemichit market slowdown customer activity net profit decline million u singapore several road close vehicle weekend due national day parade police say news release thursday aug affected road near padang national day parade take place near star perform art centre show singapore majority worker lay resort world sentosa rws last month foreigner say ministry manpower mom statement thursday aug retrenchment exercise lead increase share local worker rws per cent per cent singapore finance company incorporate singapore urge cap dividend say monetary authority singapore friday aug follow similar advice local bank last week central bank urge finance company cap total dividend per share delight see hatchling poo special care prepare formula milk mark rusli know challenge satisfaction come handrearing chick singapore graduate university ann real name join nongovernmental organisation ngo event executive supervisor claim prone mood swing one moment upbeat jolly next moment scold learning world demand safe distance less contact challenge institute high learning must rise occasion say nu business school dean professor andrew rise singapore migrant worker live dormitory test except standalone block serve quarantine facility say ministry health moh friday aug worker quarantine facility test isolation singapore particular quote painter vincent van gogh resonate cyclist steve tee uncertainty call period say something like part know nothing certainty sight star make dream realise singapore four location friday aug add list public place visit community case infectious period include golden village cinema jurong point location abc brickwork market food centre jalan bukit merah tang
2020-08-08,arrest suspected fraudulent application selfemployed worker relief scheme singapore report new case imported infection commentary case make plastic bag singapore ugly even embarrass timeline singapore big cluster dormitory close singapore four singaporean arrest last week allegedly make fraudulent application relate selfemployed person income relief scheme sirs three woman one man age allegedly use forge support document several application singapore singapore report new case noon saturday aug include one community six import infection bring total number case country community infection singaporean ministry health moh say singaporean come see plastic bag entitlement expected part retail service say nu business school sumit agarwal singapore cluster dormitory punggol big cluster singapore close ministry health moh report saturday aug dormitory record first case four month ago last time new case link cluster
2020-08-09,ndp healthcare worker salute national day parade come heartland picture singapore celebrate national day nod frontliners singapore case cross mark new infection ndp downsize padang parade frontline essential worker get salute first look ns square red dot downtown singapore need unity resilience ever fight say pm lee national day message watch national day message morning parade commentary national day let celebrate singaporean inspire restriction two create free online learn platform kid former dpm jayakumar head list national day award recipient focus challenge young people face seek mental health help commentary singapore need well public opinion poll sharpen focus national agenda ndp evening show pay tribute frontline worker amid pandemic picture firework light night sky singapore celebrate birthday singapore soldier singapore arm force well officer police singapore civil defence force scdf pay tribute healthcare worker singapore annual national day parade come heartland sunday aug sweltering weather deterrent singapore thousand resident line street singapore sunday aug country mark year independence plenty treat spectator heartland red lion team parachute onto field near sengkang general hospital ng teng fong general singapore number case singapore cross mark new infection report noon sunday aug include one case community three import case bring total number case country sole community case singapore year national day parade contingent usually reserve salute two individual prime minister president sunday morning aug padang play host different type national day parade one downsize adapt singapore n square replace float marina bay become red dot central focus singapore downtown announce prime minister lee hsien loong national day message sunday morning aug reveal artist impression area first singapore singapore need unity resilience ever fight say prime minister lee hsien loong national day message aug speaking national broadcast morning mr lee note many country see number case rise sharply singapore singapore mark year independence sunday aug cna broadcast prime minister lee hsien loongs national day message urge singaporean unite resilient face crisis televise message follow morning portion celebrate singapore year midst pandemic give u chance go beyond symbolic gesture say sociologist professor paulin tay straughan singapore part volunteer programme help underprivileged child mihika mishra use go tworoom hdb flat every week fun activity threeyearold girl teach read pandemic obviously programme shut former deputy prime minister professor jayakumar head year list national day award recipient suicide continue lead cause death youth total people age take life last year cna look young people delay seek mental health treatment despite grow awareness singapore world rapid seismic change would need regular publish poll public sentiment regard policy matter understand emerge gap say sus leong chanhoong singapore crowd may stay home year amid pandemic national day parade ndp remain visual aural spectacle adapt small screen singapore mark birthday firework show parade different previous singapore firework light night sky across singapore nation celebrate national day sunday aug firework set across location islandwide ang mo kio bishan buona vista jurong lake garden marina reservoir punggol sembawang tampines woodland
2020-08-10,lookout white shadow tan tock seng hospital use xrays fight fast track like never vaccine effort vital question tengah park district feature singapore first carfree town centre flat launch august temasek drop billion bid keppel conglomerate report steep loss singapore report new infection include imported case sia group staff member take nopay leave since scheme introduce march singapore report new infection include imported case singapore study chest xray suspected patient dr terrence hui look number telltale sign one presence white shadow white shadow opacity lung point lower respiratory tract infection infection researcher accelerate usually take year vaccine could ready next year easy task expert say hope success singapore first batch flat tengah park district sale august buildtoorder bto exercise say housing development board hdb monday aug third district launch tengah singapore first carfree town singapore singapore temasek holding terminate billion conditional offer conglomerate keppel corp invoke material adverse change mac clause follow company poor financial result keppel report large secondquarter loss breach threshold singapore singapore report new case monday aug take national total update monday afternoon ministry health moh say new case vast majority work permit holder currently quarantine new singapore singapore airline sia group staff member take varying day nopay leave amid collapse air travel due account fifth staff member sia group include sia regional wing silkair budget singapore singapore report new case monday aug take national total one new case community singaporean man contact previously identify case say ministry health moh
2020-08-11,nus student take upskirt changing room video woman jail get catch schoolmate ntuc learninghub appoint training provider taxi privatehire driver lta ninja van delivery driver get jail take item mean customer singapore report low number daily case month infection man jail target female jogger molesting punch struggle dive supervisor get jail death diver suck ship pipe firm fin ivory worth million crush new centre bolster singapore fight illegal wildlife trade abusive coach must ban olympic game say former singapore skater jessica yu schizophrenic man trial murder father offer job work attachment sgunited package march july national swimmer joseph school quah zheng wen get extension ns deferment lawyer miss million case hit charge involve million li shengwu pay fine contempt court admit guilt return world chan chun sing map new path singapore singapore export forecast adjust upwards singapore narrow gdp forecast range economy see record quarterly slump commentary miss thrill dress work man big read keep afloat government lifeline zombie company haunt singapore authority monitor migrant worker dorm manage risk outbreak new case report poh heng jewellery fin report cash transaction later link skillsfuture fraud first case pm lee congratulate sri lanka prime minister mahinda rajapaksa election win entry restriction popular market ease weekday commentary new problem disposable mask end trash pavement beach singapore startup qiq aim roll share electric microcars lastmile trip commentary outlook singapore airline go bad worse potential vaccine jointly develop dukenus arcturus begin human trial singapore chemistry student national university singapore nu catch redhanded schoolmate snap upskirt clip woman campus later find take illicit shot woman desmond teh yu kiat sentence tuesday aug week jail singapore ntuc learninghub appoint new training provider taxi driver privatehire car driver vocational licence land transport authority lta say tuesday aug singapore polytechnic also appoint new test centre licence course singapore three month ninja van delivery driver deliberately scan parcel item want set aside item worth delivery route keep one count criminal breach trust dishonest misappropriation adrian chong yuan kit singapore singapore report new case noon tuesday aug include two community three import infection say ministry health moh low number daily case since apr new case report tuesday case bring total singapore delivery driver watch pornographic video van spot lone jogger alight molest pull towards bush struggle man punch chest victim fall ground cut elbow one charge aggravate singapore assistant diving supervisor whose teammate die watch suck ship pipe sentence week jail tuesday aug company work underwater contractor fin relation case company singapore nine tonne ivory worth million destroy tuesday aug show singapore commitment combat illegal trade wildlife say national park board nparks large seizure crush globally recent year event former singapore figure skater jessica shuran yu call international olympic committee ioc stop culture abuse sport ban abusive coach olympic game singapore man suffer schizophrenia influence drug allegedly strangle father inflicted multiple blow face five year ago cause death tan kok meng go trial tuesday aug one count murder father singapore jobseekers secure either job work attachment sgunited job skill package march endjuly manpower minister josephine teo say tuesday aug majority place shortterm position contract period singapore ministry defence mindef grant olympic gold medallist joseph schooling quah zheng wen extension fulltime national service ns deferment allow train compete tokyo olympic game postpone due singapore lawyer go miss allegedly embezzle million engineering firm charge four count criminal breach trust attorney tuesday aug new charge jeffrey ong su aun former managing partner jlc advisor llp relate singapore mr li shengwu announce pay fine contempt court say admit guilt facebook post tuesday aug grandson lee kuan yew son lee hsien yang write day deadline make payment decide singapore return world must chart new direction say trade industry minister chan chun sing tuesday aug singapore announce describe bad quarterly performance record data show singapore economy singapore total merchandise trade singapore decline per cent second quarter follow slight growth per cent previous quarter official data enterprise singapore also show tuesday aug nonoil trade decline per cent singapore singapore narrow economic forecast contraction per cent ministry trade industry mti say tuesday aug economy post bad quarterly performance second quarter amid pandemic early though work home free men stricture suit advantage maintain professional style standard say christian barker several business manage hold thus far due various government help scheme may make heartwrenching decision put shutter business still remain sluggish support measure end singapore authority monitor migrant worker dormitory manage risk new outbreak even completion test worker already instance new case case detect previously clear dormitory say singapore although customer buy jewellery worth single cash transaction prominent chain poh heng jewellery report suspicious transaction report officer require law customer later turn key operative criminal syndicate singapore prime minister lee hsien loong write sri lankan counterpart mahinda rajapaksa congratulate election victory letter date aug mr lee say singapore sri lanka enjoy warm friendly relation underpin longstanding economic peopleto singapore thursday aug visit four popular market geylang yishun marsiling jurong weekday longer entry restrict base last digit identification card number easing measure activity gradually resume many people sport reusable one disposable mask mainstay unfortunately many end trash suggest deep problem value say zero waste sg pek hai lin singapore come next year commuter may able make lastmile journey home mrt station small twoseater electric car singapore firm qiq global plan launch microcars hire dub qiq pod big long wide singapore airline group changi airport passenger traffic could remain per cent normal level least several month say brendan sobie singapore first participant earlystage vaccine trial give potential vaccine say arcturus therapeutic holding tuesday aug potential vaccine jointly develop arcturus singapore dukenus medical school result trial
2020-08-12,nearly third hawker stall singapore offer epayment arrest worth drug seize cnb operation foreign worker resume renovation certain type work without need bca approval new company temasek bayer develop vegetable seed variety vertical farm new case report singapore low since mar infection community woman jail forge mc fail turn urine test drug supervision n deserter use twin drive licence get delivery job get jail fine drive ban man admit repeatedly molest sexually abuse cousin three year former people association employee fell love scam help handle criminal proceeds get jail hyundai selfdriving joint venture rebrands continue hire singapore despite downturn four new skillsfuture workstudy programme launch place next year hdb launch bto flat include first batch near tengah carfree town centre fairprice fine outlet among new location visit case infectious singapore report low number daily case month infection singapore airline offer cabin crew early release retirement cut cost rest day rule ease dormitory resident mom clarifies status worker move bedok site football valencia sell coquelin villarreal pressure owner lim mount ship carry ammonium nitrate singapore port storage facility inspect part regulation mpa commentary former malaysian worker singapore caught limbo johor hometeamns khatib warren golf country club among new location visit case infectious singapore nearly third hawker stall singapore offer epayments amid push government get business go digital hawker go digital programme launch jun aim get hawker adopt sgqr code digital payment solution singapore six people arrest worth drug seize operation conduct central narcotic bureau cnb tuesday aug suspect age arrest geylang lorong jalan besar beach road say cnb new release singapore select group foreign construction worker resume work without need apply approval building construction authority bca part measure restart work necessary safeguard place include worker involve home renovation singapore singapore state investment firm temasek join hand impact investment arm german pharmaceutical chemical maker bayer form company aim develop new variety vegetable seed well suit indoor vertical farm new company unfold singapore singapore report new case noon wednesday aug low figure since march bring country total sole community infection wednesday involve singaporean say ministry health moh preliminary daily update singapore woman place drug supervision take drug turn urine test keep requirement new employer juggle long work hour friend offer help obtain forged medical certificate mcs excuse absence singapore man desert national service ns duty several year use twin drive licence get job delivery driver discover stop road block crime ns desertion cheating personation trafficrelated offence singapore teenager begin molest sexually abuse cousin eight offence come light turn tell friend pregnancy fear man plead guilty wednesday aug one count outrage cousin singapore former constituency manager people association fell victim love scam purported foreign men help open bank account transfer cash turn criminal proceeds role crime involve ng koon lay singapore joint venture korean automaker hyundai selfdriving technology firm aptiv continue hire despite downturn aim add least people headcount end year tuesday aug hyundai aptiv announce u singapore fresh graduate job training opportunity introduction four new skillsfuture workstudy programme unveil virtual skillsfuture workstudy fair wednesday aug programme introduce institute high learning offer singapore housing development board hdb say wednesday aug launch new flat sale include first batch unit near singapore first carfree town centre tengah total flat available august buildtoorder bto singapore two fairprice fine outlet among new location add tuesday aug list public place visit case community infectious period ministry health moh announce one outlet somerset bukit singapore singapore report new case tuesday aug include two community three import infection say ministry health moh low number daily case since apr new case report tuesday case bring total number singapore singapore airline sia offer cabin crew member option early release retirement seek far cut cost mitigate impact outbreak voluntary release scheme also open cabin crew member probation singapore migrant worker reside dormitory cleared able apply exit pass leave dormitory visit recreation centre rest day august smallscale trial start month resident select cleared valencia valencia sell midfielder francis coquelin la liga rival villarreal move heap far criticism owner peter lim management club team announce wednesday aug coquelin pen fouryear contract villarreal danger explosive material spotlight since beirut blast aug kill people many malaysian worker use work singapore return johor struggle find new way support family say iseasyusof ishak serina rahman singapore hometeamns khatib warren golf country club among new location add list public place visit community case infectious period ministry health moh say wednesday aug hometeamns khatib visit five occasion
2020-08-13,arrest smuggle contraband cigarette singapore tugboat foodpanda collaborate st engineering drone food delivery trial law society seek disbar lee suet fern lee kuan yew defence asks charge dismiss new case singapore include community five arrest suspected involvement coffee shop fight hougang change bukit panjang bus service postpone aug mitigation measure introduce chee hong tat new digitalisation plan smes training adult education sector target measure need help different type company say chan chun sing premier league trace online abuse brighton neal maupay singapore police report file singapore japan agree resume essential business travel official task finalise agreement september mfa case visit hometeamns khatib occasion infectious period police investigate men allegedly lodge false report highrise littering punggol man arrest drive car towards police injure one officer spf circuit breaker safe distancing stop infectious disease track pandemic delivers grab first crisis lesson singapore eight men arrest smuggle carton contraband cigarette singapore tugboat say singapore police force thursday aug men indonesian national age detain operation conduct police coast guard singapore chickens fly thursday five packet ayam penyet food delivery service foodpanda use drone deliver popular fry chicken dish marina south pier ship locate offshore welcome treat seafarer aboard posh bawean pacc singapore law society lawsoc thursday aug seek veteran lawyer lee suet fern strike roll professional misconduct handling singapore found prime minister lee kuan yew final mrs lee wife lee kuan yew son lee hsien yang singapore singapore report new case noon thursday aug include five community six import infection say ministry health moh bring country total number case five community case one singapore singapore four men woman age arrest tuesday aug suspected involvement case affray coffee shop along hougang avenue aug police alert fight occur coffee shop along hougang avenue singapore series unpopular change bus service bukit panjang area come effect sunday aug delay two week mitigation measure introduce change introduce aug allow bus operator time singapore new industry digitalisation plan guide small medium enterprise among initiative announce thursday aug part effort boost transformation singapore training adult education sector initiative launch biennial adult learn singapore support measure must target order help different type business survive impact pandemic say trade industry minister chan chun sing thursday aug speaking interview cna asia first say three different london person base singapore sent threatening abusive message online brighton heave albion neal maupay premier league say thursday aug statement website premier league say investigator track location person responsible singapore singapore japan agree resume essential business travel agreement expect finalise early september two country say thursday aug joint statement issue ministry foreign affair mfa minister foreign affair vivian singapore cleaning disinfection hometeamns khatib step two individual test positive visit newly open clubhouse hometeamns tell cna thursday aug wednesday hometeamns khatib among new location add health singapore police investigate two men allegedly lodge false report one claim friend victim highrise litter singapore police force spf say thursday aug police receive call assistance block sumang lane punggol singapore man arrest accelerate car drove towards police officer leave one injure singapore police force spf say news release thursday aug man arrest suspected involvement case rash act cause singapore circuit breaker safe distancing measure implement curb spread singapore may lead decline infectious disease include whooping cough measles acute conjunctivitis singapore implement circuit breaker apr jun singapore early week outbreak anthony tan ceo southeast asia big ridehailing firm recall mistake infection chinaonly problem similar severe acute respiratory syndrome turn pandemic sending market
